Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
Cristopher Sanchez,PHI,7.2,36,7.04347826,4.69565217,1.5,1.17391304,0.16666667,0.11111111,0.05555556,0.33333333,1.82608696,0.36,0.87301587,4.865686292,4.550839264,20778
Manuel Rodriguez,CHC,9,36,8,2,4,0,0.22222222,0.05555556,0.16666666,0.18181818,0.88888889,0.24,0.55555556,2.392256342,3.764537999,20794
Eduard Bazardo,BOS,1,5,9,9,1,0,0.2,0.2,0,0.25,2,0.33333333,1,4.170034122,7.698758376,20997
Francisco Perez,CLE,4,16,6.75,6.75,1,0,0.1875,0.1875,0,0.15384615,1.25,0.2,0.8,3.920034122,6.566577312,21018
Oliver Ortega,LAA,6.1,24,5.68421053,1.42105263,4,1.42105263,0.16666667,0.04166667,0.125,0.27272727,1.10526316,0.29411765,0.60606061,4.906876232,3.968578624,21025
Emmanuel Clase,CLE,36.2,148,10.06363636,1.96363636,5.125,0.24545455,0.27702703,0.05405405,0.22297298,0.20863309,1.00909091,0.28571429,0.78651685,1.942761392,2.454357348,21032
Seth Martinez,HOU,1.1,9,13.50000003,13.50000003,1,0,0.22222222,0.22222222,0,0.42857143,3.75000001,0.6,0.8,4.670034122,7.316577323,21045
Luis Gil,NYY,18,79,12.5,5.5,2.27272727,1.5,0.3164557,0.13924051,0.17721519,0.19402985,1.33333333,0.25641026,0.81730769,4.558923012,4.450678826,21052
Thomas Szapucki,NYM,3,18,9,9,1,6,0.16666667,0.16666667,0,0.4,3,0.4,0.96774194,12.83670079,5.934396249,21065
Demarcus Evans,TEX,17.2,72,12.73584905,3.56603774,3.57142857,1.52830189,0.34722222,0.09722222,0.25,0.17741935,1.01886792,0.22222222,0.67567568,3.905883182,4.394813976,21087
Dauri Moreta,CIN,1.2,6,16.19999997,5.39999999,3,0,0.5,0.16666667,0.33333333,0,0.6,0,1,1.370034122,3.487268674,21101
Miguel Yajure,PIT,7,29,6.42857143,2.57142857,2.5,2.57142857,0.17241379,0.06896552,0.10344827,0.19230769,1,0.15789474,0.38461538,6.741462692,5.295642571,21111
Humberto Castellanos,ARI,22.1,98,6.85074627,2.41791045,2.83333333,0.80597015,0.17346939,0.06122449,0.1122449,0.29885057,1.43283582,0.33802817,0.80128205,3.886452032,4.460301292,21183
Brooks Kriske,2 Tms,8.1,40,9.72,4.32,2.25,5.4,0.225,0.1,0.125,0.35294118,1.92,0.31818182,0.22222222,10.25003412,5.625885951,21189
Darien Nunez,LAD,4,15,11.25,2.25,5,2.25,0.33333333,0.06666667,0.26666666,0.14285714,0.75,0.125,0,4.670034122,4.066577312,21197
Connor Brogdon,PHI,27.1,113,8.56097561,2.96341463,2.88888889,0.98780488,0.2300885,0.07964602,0.15044248,0.22330097,1.17073171,0.27027027,0.65972222,3.791985342,4.043451755,21205
Bailey Ober,MIN,52.1,205,9.45859873,1.03184713,9.16666667,2.06369427,0.26829268,0.02926829,0.23902439,0.23469388,0.99363057,0.25757576,0.68181818,4.392964062,3.67090538,21224
Lucas Gilbreath,COL,22.1,90,8.05970149,3.62686567,2.22222222,0.40298507,0.22222222,0.1,0.12222222,0.1875,1.07462687,0.23333333,0.7079646,3.170034122,4.246971645,21290
Andre Jackson,LAD,5,23,5.4,7.2,0.75,1.8,0.13043478,0.17391304,-0.04347826,0.21052632,1.6,0.2,1,6.970034122,7.898758376,21298
Jake Latz,TEX,4,17,4.5,0,2,6.75,0.11764706,0,0.11764706,0.29411765,1.25,0.16666667,1,11.92003412,6.139848907,21306
Tylor Megill,NYM,50.1,195,9.83443709,1.96688742,5,1.07284768,0.28205128,0.05641026,0.22564102,0.2,0.93377483,0.24390244,0.7253886,3.189901672,2.937214229,21318
Glenn Otto,TEX,17,77,11.64705882,2.64705882,4.4,1.05882353,0.28571429,0.06493506,0.22077923,0.26086957,1.35294118,0.34782609,0.45045045,3.346504712,3.166311043,21366
Joe Ryan,MIN,13.1,49,12.15,0.675,18,0.675,0.36734694,0.02040816,0.34693878,0.1875,0.75,0.27586207,0.46511628,1.670034122,2.150632877,21390
Ryan Feltner,COL,3.1,18,5.40000001,2.7,2,5.40000001,0.11111111,0.05555556,0.05555555,0.5,2.7,0.46153846,0.32258065,10.67003413,6.575194592,21446
Kris Bubic,KCR,107.2,461,8.0247678,4.0123839,2,1.50464396,0.20824295,0.10412148,0.10412147,0.25061425,1.39318885,0.28571429,0.77812018,5.036907182,4.403935422,21455
Shane McClanahan,TBR,101,420,9.98019802,2.85148515,3.5,1.06930693,0.26666667,0.07619048,0.19047619,0.2421875,1.23762376,0.30916031,0.78039927,3.506667782,3.412034682,21483
Daniel Lynch,KCR,58.1,275,7.56,4.47428571,1.68965517,1.38857143,0.17818182,0.10545455,0.07272727,0.3125,1.78285714,0.35675676,0.69915254,5.141462692,5.464706415,21537
Reiss Knehr,SDP,16,77,7.875,7.875,1,0.5625,0.18181818,0.18181818,0,0.25,1.8125,0.29787234,0.62937063,5.045034122,6.989349945,21541
Jackson Kowar,KCR,16.2,86,10.26,4.86,2.11111111,1.62,0.22093023,0.10465116,0.11627907,0.33783784,2.04,0.41509434,0.53459119,5.210034122,4.669683491,21549
Romy Gonzalez,CHW,0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.829965938,-2.829965938,21562
Jake Cousins,MIL,17.1,68,12.98076923,3.11538462,4.16666667,1.55769231,0.36764706,0.08823529,0.27941177,0.16666667,0.92307692,0.21212121,0.859375,3.746957202,2.922018917,21620
Nick Maton,PHI,0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.829965938,-2.829965938,21635
Elvis Peguero,LAA,1,10,0,18,0,0,0,0.2,-0.2,0.625,7,0.625,0.14285714,9.170034122,14.4631205,21652
Kervin Castro,SFG,7.1,30,7.36363637,3.68181818,2,0,0.2,0.1,0.1,0.23076923,1.22727273,0.28571429,1,2.760943212,4.445107062,21656
Edward Cabrera,MIA,11,52,11.45454545,5.72727273,2,1.63636364,0.26923077,0.13461538,0.13461539,0.23255814,1.54545455,0.2962963,0.61728395,5.442761392,4.522694044,21690
Luis Oviedo,PIT,16.2,78,9.18,6.48,1.41666667,0.54,0.21794872,0.15384615,0.06410257,0.265625,1.74,0.34042553,0.52447552,4.250034122,5.481406946,21728
Jose Marte,LAA,2.2,11,10.12499999,10.12499999,1,0,0.27272727,0.27272727,0,0.125,1.5,0.2,0.75,4.295034122,4.956669918,21761
Braxton Garrett,MIA,26,118,8.65384615,5.53846154,1.5625,1.03846154,0.21186441,0.13559322,0.07627119,0.29292929,1.73076923,0.35135135,0.73529412,4.593111042,4.721753009,21844
Mason Thompson,2 Tms,14.2,73,9.81818182,2.45454545,4,1.22727273,0.21917808,0.05479452,0.16438356,0.35820896,1.90909091,0.44,0.76335878,3.783670482,3.454512226,21850
Gregory Santos,SFG,1.1,8,6.75000002,0,1,13.50000003,0.125,0,0.125,0.5,3.00000001,0.4,0.83333333,21.17003417,6.963120512,21894
Camilo Doval,SFG,16.2,64,11.88,3.24,3.66666667,0.54,0.34375,0.09375,0.25,0.17241379,0.96,0.25714286,0.89041096,2.390034122,2.774513126,21992
Luis Frias,ARI,2.1,11,3.85714286,15.42857145,0.25,0,0.09090909,0.36363636,-0.27272727,0.16666667,2.14285715,0.16666667,0.8,7.455748412,8.211903612,21997
Angel Rondon,STL,0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.829965938,-2.829965938,22036
John King,TEX,29.2,128,7.58426966,2.12359551,3.57142857,0.91011236,0.1953125,0.0546875,0.140625,0.27731092,1.34831461,0.32608696,0.59782609,3.608236372,3.304668599,22051
Aaron Fletcher,SEA,3,14,3,3,1,3,0.07142857,0.07142857,0,0.30769231,1.66666667,0.27272727,0,7.836700792,5.855850291,22052
Kyle Tyler,LAA,7.1,35,6.13636364,4.90909091,1.25,1.22727273,0.14285714,0.11428571,0.02857143,0.25925926,1.5,0.26086957,0.86206897,6.033670482,7.148081241,22092
Max Kranick,PIT,20.1,88,6.63934426,2.65573771,2.5,1.32786885,0.17045455,0.06818182,0.10227273,0.26923077,1.32786885,0.29032258,0.56451613,4.792984942,5.304565576,22175
Hans Crouse,PHI,3,11,3,3,1,0,0.09090909,0.09090909,0,0.11111111,0.66666667,0.11111111,1,3.503367452,6.443971,22192
Mac Sceroler,BAL,4,27,15.75,13.5,1.16666667,6.75,0.25925926,0.22222222,0.03703704,0.35,3.25,0.4,0.81632653,14.67003412,8.889848907,22218
Jon Heasley,KCR,6,27,1.5,1.5,1,1.5,0.03703704,0.03703704,0,0.375,1.66666667,0.36363636,0.75471698,6.503367452,6.689183625,22224
Paul Campbell,MIA,14.2,67,9.20454545,3.06818182,3,1.22727273,0.2238806,0.07462687,0.14925373,0.29032258,1.56818182,0.35555556,0.44554455,3.920034122,4.553255204,22248
Logan Gilbert,SEA,63.2,271,10.03664921,1.55497382,6.45454545,1.69633508,0.26199262,0.04059041,0.22140221,0.24302789,1.13089005,0.28654971,0.66993464,4.190976532,4.345689199,22250
Shane Baz,TBR,9.1,31,11.57142858,0.96428571,12,1.92857143,0.38709677,0.03225806,0.35483871,0.06666667,0.32142857,0,1,3.705748412,2.243305717,22264
Tarik Skubal,DET,121,514,10.11570248,2.97520661,3.4,2.52892562,0.26459144,0.07782101,0.18677043,0.24034335,1.25619835,0.26086957,0.83180987,5.690695282,4.239609999,22267
Dylan Coleman,KCR,4.2,17,11.57142856,1.92857143,6,0,0.35294118,0.05882353,0.29411765,0.125,0.64285714,0.2,0.66666667,1.241462692,3.509928285,22276
Trevor Rogers,MIA,103.2,417,10.24437299,2.51768489,4.06896552,0.52090032,0.28297362,0.06954436,0.21342926,0.20634921,1.03215434,0.27692308,0.71150097,2.600902292,3.550447749,22286
Joe Barlow,TEX,16.2,62,8.64,3.78,2.28571429,1.08,0.25806452,0.11290323,0.14516129,0.10909091,0.78,0.10810811,0.58823529,4.070034122,4.627268674,22296
Chris Rodriguez,LAA,17,79,9.52941176,4.76470588,2,0,0.2278481,0.11392405,0.11392405,0.26470588,1.58823529,0.36,0.72413793,2.993563532,4.135209616,22310
A.J. Alexy,TEX,11.2,56,8.48571428,8.48571428,1,3.08571428,0.19642857,0.19642857,0,0.20930233,1.71428571,0.17241379,0.58441558,8.827176982,7.848348028,22343
Stephen Ridings,NYY,2.1,10,7.71428573,0,2,0,0.2,0,0.2,0.44444444,1.71428572,0.5,0.75,1.455748402,4.480369198,22358
Nivaldo Rodriguez,HOU,3.1,16,0,2.7,0,5.40000001,0,0.0625,-0.0625,0.30769231,1.5,0.18181818,1,13.67003413,7.457960041,22449
Johan Oviedo,STL,31.1,138,8.90425532,4.0212766,2.21428571,1.14893617,0.22463768,0.10144928,0.1231884,0.22881356,1.30851064,0.27058824,0.76142132,4.574289442,4.885545009,22487
Carlos Hernandez,KCR,45.1,193,7.94117647,3.77205882,2.10526316,0.79411765,0.20725389,0.0984456,0.10880829,0.25443787,1.36764706,0.3046875,0.77054795,3.942092942,4.818861268,22713
Angel Zerpa,KCR,3.1,15,5.40000001,2.7,2,0,0.13333333,0.06666667,0.06666666,0.23076923,1.2,0.25,0.75,2.870034122,3.928651399,22717
Roansy Contreras,PIT,1.2,7,10.79999998,0,2,0,0.28571429,0,0.28571429,0.28571429,1.2,0.4,1,0.770034122,2.887268675,22810
Luis Patino,TBR,47,185,9.95744681,1.53191489,6.5,1.34042553,0.28108108,0.04324324,0.23783784,0.20114943,0.91489362,0.24137931,0.625,3.531736252,3.84794322,22815
Joan Adon,WSN,3.2,14,14.72727271,2.45454545,6,0,0.42857143,0.07142857,0.35714286,0.16666667,0.81818182,0.33333333,0.75,1.533670492,1.533670488,22925
Spencer Howard,2 Tms,26.1,127,8.88607595,4.78481013,1.85714286,1.36708861,0.20472441,0.11023622,0.09448819,0.31192661,1.82278481,0.37037037,0.51801802,4.992818932,5.162170377,23252
Packy Naughton,LAA,16,79,4.5,6.75,0.66666667,1.125,0.10126582,0.15189873,-0.05063291,0.28787879,1.9375,0.30357143,0.71917808,6.232534122,6.04107835,23292
Codi Heuer,2 Tms,41,167,7.02439024,4.17073171,1.68421053,0.43902439,0.19161677,0.11377246,0.07784431,0.23076923,1.26829268,0.27192982,0.6504065,3.633448752,4.462431984,23293
Janson Junk,LAA,8,34,4.5,2.25,2,2.25,0.11764706,0.05882353,0.05882353,0.25,1.25,0.23076923,0.83333333,6.170034122,7.110394173,23301
Damon Jones,PHI,0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.170034122,8.463120555,23310
Nick Snyder,TEX,1.1,9,6.75000002,13.50000003,0.5,0,0.11111111,0.22222222,-0.11111111,0.42857143,3.75000001,0.5,0.6,6.170034132,7.493305728,23493
Aaron Ashby,MIL,28.1,113,10.16470588,2.85882353,3.55555556,1.27058824,0.28318584,0.07964602,0.20353982,0.18446602,0.98823529,0.22058824,0.44642857,3.699445882,3.047312254,23550
Brett de Geus,2 Tms,34,147,6.88235294,3.70588235,1.85714286,0.52941176,0.17687075,0.0952381,0.08163265,0.26612903,1.38235294,0.31313131,0.55776892,4.170034122,4.495081318,23592
Luis Garcia,HOU,82.2,317,10.01612903,2.72177419,3.68,0.65322581,0.29022082,0.07886435,0.21135647,0.18181818,0.93145161,0.23834197,0.77586207,2.831324442,3.787311089,23735
Justin Bruihl,LAD,6,30,7.5,7.5,1,1.5,0.16666667,0.16666667,0,0.29166667,2,0.31578947,0.66037736,6.170034122,5.179608874,23779
Ryan Weathers,SDP,65.1,277,7.0255102,3.44387755,2.04,2.20408163,0.18411552,0.09025271,0.09386281,0.27346939,1.40816327,0.27868852,0.72625698,6.032279022,4.847015715,23796
Randy Dobnak,MIN,28.2,124,5.65116279,2.19767442,2.57142857,1.56976744,0.14516129,0.05645161,0.08870968,0.29565217,1.43023256,0.30851064,0.44117647,4.914220172,3.508443533,23798
Nick Allgeyer,TOR,0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122,8.463120555,24486
Josiah Gray,2 Tms,38.2,164,10.24137931,3.49137931,2.93333333,2.32758621,0.26829268,0.09146341,0.17682927,0.25174825,1.31896552,0.27659574,0.89473684,5.497620332,4.599574334,24580
Jonathan Stiever,CHW,0,1,0,0,0,0,0,0,0,1,1,1,-1,3.170034122,3.170034122,24584
Andrew Wantz,LAA,17.1,73,13.5,2.07692308,6.5,1.03846154,0.35616438,0.05479452,0.30136986,0.18181818,0.92307692,0.26315789,0.61728395,2.881572582,3.620955283,24933
Austin Warren,LAA,14.2,62,9.20454545,2.45454545,3.75,0,0.24193548,0.06451613,0.17741935,0.22807018,1.15909091,0.30952381,0.88888889,2.147306852,3.470578445,24937
Cooper Criswell,LAA,0.2,6,0,0,0,0,0,0,0,0.66666667,5.99999997,0.66666667,0.75,3.170034122,5.816577299,24975
Alex Vesia,LAD,21.1,86,10.546875,5.90625,1.78571429,2.109375,0.29069767,0.1627907,0.12790697,0.12857143,1.078125,0.0952381,0.6875,5.841909122,5.441577313,25007
Nick Mears,PIT,13.2,62,9.87804878,5.26829268,1.875,1.31707317,0.24193548,0.12903226,0.11290322,0.25925926,1.6097561,0.32432432,0.83333333,4.633448752,4.409305413,25376
Brady Singer,KCR,59.2,270,8.1452514,3.01675978,2.7,0.45251397,0.2,0.07407407,0.12592593,0.29554656,1.55865922,0.36842105,0.77342048,3.170034122,3.669645121,25377
Sammy Long,SFG,22.2,107,7.54411765,3.17647059,2.375,1.58823529,0.17757009,0.07476636,0.10280373,0.28421053,1.54411765,0.31506849,0.55555556,5.243563532,5.673828582,25379
Drew Rasmussen,2 Tms,48.1,195,8.56551724,3.35172414,2.55555556,0.74482759,0.23589744,0.09230769,0.14358975,0.20454545,1.11724138,0.2519685,0.74380165,3.459689292,3.843988986,25385
Alek Manoah,TOR,57.1,225,9.26162791,1.88372093,4.91666667,0.62790698,0.26222222,0.05333333,0.20888889,0.15577889,0.75,0.19565217,0.76923077,3.274685282,4.275681538,26410
Kwang Hyun Kim,STL,80.2,349,6.02479339,3.01239669,2,1.33884298,0.15472779,0.0773639,0.07736389,0.26666667,1.37603306,0.28571429,0.74338086,4.917968002,4.843225619,27458
Garrett Crochet,CHW,34.2,145,10.38461538,3.89423077,2.66666667,0.51923077,0.27586207,0.10344828,0.17241379,0.23622047,1.29807692,0.31818182,0.75829384,2.910418742,3.890850823,27463
Reid Detmers,LAA,15.2,77,6.89361702,6.31914893,1.09090909,1.72340425,0.15584416,0.14285714,0.01298702,0.28787879,1.91489362,0.31372549,0.7751938,6.233863912,6.559973685,27468
Spencer Strider,ATL,0.2,2,0,13.49999993,0,0,0,0.5,-0.5,0,1.49999999,0,1,7.670034102,7.6700341,27498
Kohei Arihara,TEX,22.2,102,6.35294118,2.38235294,2.66666667,3.17647059,0.15686275,0.05882353,0.09803922,0.30434783,1.5,0.28985507,0.50387597,7.537681182,5.36247056,27505
Hyeon-Jong Yang,TEX,25.1,115,7.81578947,4.2631579,1.83333333,2.48684211,0.19130435,0.10434783,0.08695652,0.2970297,1.65789474,0.31506849,0.78313253,6.564770962,4.78345841,27513
Hirokazu Sawamura,BOS,39,164,9.92307692,4.15384615,2.38888889,1.61538462,0.26219512,0.1097561,0.15243902,0.23076923,1.30769231,0.27659574,0.81018519,4.836700792,4.086769364,27515
